SID,Grade,late_mins,leave_early_mins,duration,duration_pct,present_sessions,joined_sessions,duration_std,score_avg_1,score_avg_2,score_avg_1_pctile,score_avg_2_pctile,quiz_completion_pct,has_quiz_data,called_on_days,response_pct,success_call_days,call_pctile,days_to_end,dropout
20016477,Grade 5,6.673076923,3.423076923,50.57692308,83.55101918,51,38,10.32101635,66.41542575,85.56395586,82.89908355,79.44373402,76.70295121,1,4,50,4,50.44946037,2,FALSE
20016516,Grade 5,10.34090909,6.431818182,43.52272727,71.90964075,41,27,14.14293913,5.874099379,20.84525253,15.95668159,18.40766198,20.9243193,1,0,0,0,28.07741803,8,FALSE
20016543,Grade 5,4,4.254237288,52.44067797,86.21876414,115,62,12.62309806,13.86854985,48.67181818,25.43957801,31.84676044,27.73754604,1,1,50,1,36.71889043,2,FALSE
20016546,Grade 5,21.18852459,4.319672131,32.95901639,56.73469365,103,67,13.65719472,15.06479277,52.02118182,29.98721228,36.75937766,28.2810243,1,11,100,11,80.96597348,1,FALSE
20016559,Grade 5,6.191860465,3.726744186,46.86627907,82.59463712,163,96,12.39220761,63.66743021,84.59948933,80.13773444,80.42013001,74.32031363,1,0,0,0,25.44946037,1,FALSE
20016681,Grade 6,8.01953125,16.65234375,35.171875,58.60831294,234,131,13.60773101,30.09872822,61.02475437,52.06547619,53.48809524,47.37315862,1,11,45.45454545,10,65.85480304,1,FALSE
20016694,Grade 5,5.9296875,2.5546875,50.3671875,85.11717392,125,49,12.05229491,43.89973747,74.13140092,65.31063512,62.37478687,60.93655207,1,4,50,4,50.44946037,1,FALSE
20016820,Grade 5,9.3984375,5.0546875,46.1015625,75.91872173,111,59,18.27171983,12.21478358,38.20571654,26.06297954,28.51662404,28.7368193,1,6,50,6,57.83288006,3,FALSE
20016892,Grade 5,12.01872659,6.393258427,38.65543071,67.91451797,244,115,12.03258415,47.86366451,74.10797348,69.66378943,65.60635124,60.66937202,1,0,0,0,28.07741803,0,FALSE
20016958,Grade 6,15.38888889,0.611111111,41.38888889,71.53113641,17,17,17.06781935,,,,,,0,0,0,0,29.00552486,142,TRUE
20017224,Grade 5,9.392857143,6.464285714,44.58928571,73.83894407,50,33,16.33042535,29.07736203,68.16568084,52.63213981,58.39993606,41.4830321,1,6,50,6,57.83288006,94,TRUE
20017357,Grade 5,5.136363636,3.272727273,52.54545455,86.11961765,20,14,16.39026213,0,0,7.965686275,7.965686275,12.91925466,1,2,50,2,42.28883861,171,TRUE
20017726,Grade 4,12.51315789,6.087719298,38.06578947,66.49242947,196,93,17.17800217,29.62739085,52.27461039,56.05392801,57.0488723,46.49347385,1,18,100,18,91.62017405,1,FALSE
20017953,Grade 5,4.898678414,3.669603524,48.1277533,84.58882023,216,97,13.71345427,31.20374654,61.58440226,55.08711637,48.36556905,47.68610971,1,2,50,2,42.28883861,1,FALSE
20018142,Grade 4,11.73770492,4.180327869,45.54918033,74.35565743,111,61,14.96613392,36.37781694,53.65918745,59.35989228,57.32898158,52.94174971,1,0,0,0,29.72339359,3,FALSE
20018220,Grade 6,14.29787234,8.489361702,38.04255319,62.51751722,84,66,16.28041563,3.553898601,9.19222028,19.71279762,20.40029762,19.15482842,1,0,0,0,35.32994116,10,FALSE
20018494,Grade 5,25.70588235,5.058823529,30,49.75996898,14,13,19.04599695,27.30364873,69.22952473,53.46600597,58.75426257,39.40118085,1,2,33.33333333,2,39.30367019,3,FALSE
20018800,Grade 4,15.83225806,16.87741935,27.43870968,45.79834261,86,54,23.05332155,13.468,30.60909091,37.15909091,42.74543379,30.82352941,1,7,33.33333333,7,37.29374803,176,TRUE
20018973,Grade 5,8.096153846,3.778846154,48.71153846,80.27457929,100,58,12.41020022,9.649705939,31.14402958,25.4102728,25.90046888,26.97342644,1,2,50,2,42.28883861,15,FALSE
20019049,Grade 4,12.24691358,3.790123457,35.90123457,69.42309432,74,32,13.71732931,0,0,15.85260116,15.80979294,18.84504806,1,7,100,7,72.98235847,22,FALSE
20023151,Grade 7,4.359903382,6.579710145,46.10869565,81.40203441,381,164,13.83245549,93.69513902,102.8004059,93.42668212,91.32503566,90.66352247,1,0,0,0,34.41778276,1,FALSE
20023177,Grade 7,2.478371501,7.366412214,47.18829517,83.02431495,372,163,11.2088324,92.12738693,105.3172382,95.01026215,96.38439544,86.65441882,1,76,100,76,99.03988183,1,FALSE
20023226,Grade 7,19.23076923,20.06730769,20.57692308,34.34117968,53,57,19.59873798,2.496936275,8.675699301,20.3543383,20.44491801,21.99340883,1,0,0,0,34.41778276,0,FALSE
20023239,Grade 6,10.30493274,2.170403587,48.17040359,79.30639358,212,123,13.19048331,17.90746073,44.90270022,43.60863095,41.0639881,37.10290804,1,0,0,0,35.32994116,2,FALSE
20023336,Grade 7,15.96354167,4.640625,39.546875,65.59892364,176,113,12.65233421,17.20989535,45.99755195,41.52653669,41.8770993,30.60985894,1,0,0,0,34.41778276,1,FALSE
20023359,Grade 7,13.03092784,2.216494845,41.1443299,72.69251824,267,132,17.40986028,73.84655935,88.38328376,74.68428943,77.12031363,72.58849322,1,0,0,0,34.41778276,1,FALSE
20023368,HM 6,14.24390244,2.87804878,45.26829268,72.90211523,40,33,16.05307508,2.467190476,10.3622,21.95930255,22.18119604,21.03840182,1,0,0,0,34.42059834,136,TRUE
20023376,Grade 7,13.43627451,1.509803922,45.66666667,74.76130793,189,122,17.20999442,27.0485669,70.07246916,52.4745948,55.33934392,37.11947771,1,1,50,1,51.36409148,2,FALSE
20023403,Grade 7,12.744,2.152,45.128,75.01287048,115,86,15.60757467,54.22185865,78.67223708,67.85881505,68.4961945,66.02106455,1,1,50,1,51.36409148,2,FALSE
20023425,Grade 7,16.64893617,3.287234043,40.45744681,66.51801759,248,128,18.38419457,58.72014958,86.65684771,71.18896227,66.55665885,64.49975478,1,1,50,1,51.36409148,1,FALSE
20023474,Grade 8,15.67317073,2.258536585,42.48780488,70.42516901,198,112,13.21860311,51.76116907,71.39227644,62.07285453,62.19941683,65.37885989,1,15,50,15,68.21848308,8,FALSE
20023535,HM 6,12.8119403,8.895522388,42.82089552,66.72983839,280,159,21.70110332,68.58117914,92.31401615,76.28501479,75.18299621,73.74027574,1,25,66.66666667,25,78.43900887,0,FALSE
20023571,Grade 7,6.244755245,3.993006993,49.97202797,82.63730546,265,135,15.2747672,59.20698421,91.54143709,70.13623771,70.55236918,62.30137566,1,27,50,27,70.49160826,1,FALSE
20023624,Grade 7,5.32,5.36,47.28,81.97894212,24,14,16.12585915,29.63637155,59.18334404,48.90674284,49.34302618,43.81615299,1,5,50,5,59.27007227,253,TRUE
20023688,Grade 7,12.52542373,4.025423729,42.49152542,71.89094387,107,72,14.61280656,8.15751409,29.39141608,31.89537408,33.17297716,26.83691881,1,0,0,0,34.41778276,1,FALSE
20023695,Grade 7,9.880597015,3.089552239,46.43283582,77.90867798,65,45,12.35488356,47.75510113,65.69428809,58.51648799,57.02846205,54.5365222,1,1,50,1,51.36409148,1,FALSE
20023696,HM 6,8.571428571,1.857142857,51.42857143,82.36608641,7,7,18.66241448,0,0,11.63159229,11.63159229,19.5570994,1,0,0,0,29.17414175,100,TRUE
20023743,Grade 9-12,14.54615385,2.053846154,43.18846154,72.35985363,243,104,13.84076088,29.91687317,47.09337121,64.92479564,67.62249629,62.59067509,1,0,0,0,46.16051206,0,FALSE
20023764,Grade 7,11.60223048,21.2267658,28.24163569,46.7579965,203,124,15.08870459,75.86828184,95.62662925,76.29321286,77.31988984,77.70718279,1,0,0,0,34.41778276,1,FALSE
20023847,Grade 7,6.42599278,2.476534296,51.46209386,84.96108232,264,128,14.31843496,86.97713749,102.0195001,88.93583687,89.06229167,84.33299025,1,22,50,22,69.48489685,1,FALSE
20023900,Grade 6,4.937853107,3.327683616,51.96610169,86.26905329,166,113,13.80912836,81.49687306,86.01763688,80.43452381,81.54464286,94.6873571,1,0,0,0,35.32994116,10,FALSE
20023926,Grade 7,3.51754386,5.394736842,48.79824561,84.54442224,106,51,15.2339745,42.40603593,78.93974942,59.68934911,57.4704142,50.65407976,1,0,0,0,34.41778276,199,TRUE
20024074,Grade 7,4.912162162,7.412162162,46.20608108,78.97677588,271,181,14.86235479,70.99416722,95.62347033,74.3680781,79.28845027,70.10982068,1,11,94.44444444,10,81.82070524,1,FALSE
20024079,Grade 7,28.39130435,16.69565217,12.86956522,22.17554915,6,18,15.76043478,10.48630246,36.33863636,35.77366097,37.14184377,27.07851545,1,1,50,1,51.36409148,3,FALSE
20024102,Grade 7,6.636363636,7.418181818,45.86363636,77.53874524,96,62,18.50736391,23.92722667,59.47033569,47.2727793,46.75150571,39.05648415,1,0,0,0,27.18120805,18,FALSE
20024103,Grade 7,13.04901961,3.519607843,41.15686275,70.81835787,181,133,16.84893477,68.11801873,87.60739096,74.02525778,73.51877742,75.90174572,1,5,100,5,75.81017715,0,FALSE
20024109,Grade 7,10.19852941,2.400735294,47.77941176,78.75991394,262,135,12.33043885,87.21197111,95.62468184,85.05961759,76.78431036,90.66352247,1,2,50,2,56.22986329,1,FALSE
20024114,Grade 8,18.03984064,2.155378486,40.22709163,66.72011333,232,127,13.37042345,94.00923362,98.35674008,94.55600223,94.23258953,95.62193126,1,12,45.83333333,11,66.91413525,1,FALSE
20024117,Grade 7,9.566666667,1.775,49.21666667,80.92027712,231,124,14.26889606,84.21032291,98.76913023,85.8225755,85.18989463,84.45203787,1,7,50,7,63.9479841,3,FALSE
20024121,Grade 7,6.85467128,3.017301038,50.63321799,83.5871808,275,132,13.81187104,48.46457972,61.53216962,56.70284378,52.7806324,63.68435335,1,0,0,0,34.41778276,1,FALSE
20024274,Grade 7,18.97058824,18.23529412,21.70588235,37.38802555,65,45,14.52998827,6.054702621,12.70222944,25.81360947,25.81360947,29.33736812,1,15,100,15,87.78389658,177,TRUE
20024302,Grade 7,11.18160377,6.603773585,42.97877358,70.74354951,372,191,17.04623174,86.12846395,104.5006289,86.80269311,92.14344934,81.16026063,1,15,50,15,67.97482974,1,FALSE
20024322,Grade 5,18.20930233,10.44186047,31.79069767,52.63415906,34,30,15.32591664,11.12642857,26.41363636,22.73284314,23.53473998,25.68460657,1,1,50,1,36.71889043,1,FALSE
20024323,Grade 7,5.367816092,7.176245211,47.39846743,78.92329879,237,130,15.99622063,39.47581493,61.54634849,50.8453865,51.5866394,50.61675843,1,12,50,12,67.13590356,1,FALSE
20024397,Grade 7,17.3697479,7.722689076,35.31092437,58.19301435,199,126,17.08072069,90.22338122,104.2274657,93.07834947,93.4889608,85.54604444,1,2,50,2,56.22986329,1,FALSE
20024417,Grade 6,16.41666667,5.272727273,39.38636364,64.48425025,123,70,13.34775489,6.944727002,25.40537338,29.00297619,29.75297619,22.69196836,1,0,0,0,35.32994116,1,FALSE
20024474,Grade 7,18.57142857,2.857142857,37.28571429,63.44623872,6,4,14.45353804,0,0,16.26403628,16.26403628,18.77649706,1,0,0,0,34.41778276,213,TRUE
20024521,Grade 7,21.22222222,3.333333333,36.66666667,59.66673587,15,15,18.72714293,0,0,17.01183432,17.01183432,21.39886005,1,0,0,0,27.18120805,246,TRUE
20024681,Grade 7,21.91860465,10.23255814,30.23255814,48.3811506,59,49,20.51437053,40.65679579,69.90880857,59.08813817,57.97545487,54.83708761,1,0,0,0,34.41778276,2,FALSE
20024887,Grade 7,20.73809524,6.095238095,33.85714286,56.03866735,32,29,17.75383357,0,0,16.26403628,16.26403628,18.77649706,1,1,33.33333333,1,31.43457677,9,FALSE
20024975,Grade 7,3.543859649,5.280701754,51.64561404,85.29416752,277,142,11.45462681,66.25346339,91.46776705,72.134711,71.89648789,71.34315681,1,1,0,0,51.36409148,1,FALSE
20025146,Grade 7,21.12903226,7.967741935,31.68817204,52.08333857,81,49,13.68351793,16.01385965,22.81975,29.21597633,29.65976331,36.31114076,1,0,0,0,34.41778276,176,TRUE
20025154,EFL 6 - 9A1,19.22222222,9.857142857,24.77777778,46.28553371,52,27,12.67769752,0,0,15.8125,15.8125,15.01061439,1,1,100,1,85.52437223,163,TRUE
20025556,Grade 6,7.829896907,1.097938144,51.97938144,85.15699068,188,126,10.8005751,61.17792081,81.29714013,73.02232143,72.34077381,70.79156314,1,2,50,2,55.77193011,2,FALSE
20025571,Grade 6,15.76847291,2.270935961,42.75862069,70.31765864,191,109,14.88223947,13.27728981,44.64406656,37.29017857,38.78125,29.72237191,1,2,50,2,55.77193011,1,FALSE
20025617,Grade 6,10.87096774,5.124423963,45.19815668,73.76731581,197,105,15.78596412,30.20395416,68.08393902,54.82142857,60.86607143,38.82340737,1,11,50,11,65.85480304,1,FALSE
20025620,Grade 6,17.66666667,9.060606061,32.96969697,55.61503223,27,27,15.51508308,0,0,15.8125,15.8125,15.01061439,1,0,0,0,35.32994116,176,TRUE
20025625,Grade 7,18.54597701,4.344827586,31.33908046,58.10902807,148,85,14.28750905,12.29194216,24.89502383,29.11777952,29.57067807,26.52731943,1,0,0,0,34.41778276,0,FALSE
20025824,Grade 7,16.65174129,2.169154229,41.92537313,68.79304132,188,116,14.09217524,27.99665265,53.79236662,46.24990102,46.77124392,36.1636969,1,0,0,0,34.41778276,8,FALSE
20025829,Grade 6,6.568807339,7.039755352,44.4587156,76.59673812,301,163,16.0934,91.43848271,92.68486721,90.71428571,89.90178571,98.62536657,1,98,98.57142857,97,99.63072378,1,FALSE
20025842,Grade 2,7.804511278,2.586466165,49.76691729,82.3742632,128,63,12.14800596,35.04210484,58.64020563,62.38335354,57.41899041,57.74193548,1,6,41.66666667,5,46.854056,1,FALSE
20025886,Grade 7,23.44444444,4.194444444,32.61111111,53.69695521,23,27,21.21223067,12.51088374,30.46181503,32.79510136,32.49924338,28.51231594,1,0,0,0,34.41778276,15,FALSE
20025901,HM 6,8.621621622,11.37837838,58.54054054,75.7449582,33,29,24.67746902,,,,,,0,0,0,0,34.42622951,140,TRUE
20026021,Grade 6,13.78014184,2.933806147,40.08510638,70.54965184,372,160,16.05462655,94.66587305,96.09757354,92.22321429,93.19642857,98.41720779,1,0,0,0,35.32994116,1,FALSE
20026443,Grade 7,26.00462963,11.51157407,20.17592593,35.74752656,200,133,18.14242631,38.22436002,61.63974919,55.75251775,55.05582117,51.17205659,1,14,95.45454545,13,84.72361286,1,FALSE
20026574,Grade 7,13.1474359,5,41.80769231,69.66415455,128,97,20.159402,76.55734199,99.17647026,81.11664599,83.49880278,76.48751733,1,37,100,37,96.33449982,1,FALSE
20026605,Grade 7,15.66666667,19.88888889,25.5,41.52434071,43,30,19.18479445,8.588085709,26.4934118,31.01995344,31.46374042,25.01392152,1,0,0,0,34.41778276,214,TRUE
20026616,HM 6,13.58870968,7.032258065,46.16935484,68.69781904,107,83,23.2465477,83.32449408,92.10566344,86.74107143,87.24404762,89.19778139,1,0,0,0,35.02870394,0,FALSE
20026733,Grade 5,10.16292135,4.47752809,41.33146067,73.68603476,166,73,13.14057928,19.44202387,47.08841667,41.7945439,44.5678815,33.67082551,1,2,0,0,47.16891739,32,TRUE
20026735,Grade 6,16.42553191,14.85957447,29.48510638,48.27521463,140,72,22.06543279,16.77939552,38.15265242,41.24404762,39.58333333,32.95795238,1,10,100,10,86.70156769,2,FALSE
20027004,Grade 6,9.504032258,6.64516129,44.65322581,73.43565935,225,116,15.37943543,33.26430145,71.5659374,61.31994048,62.1264881,46.97557847,1,5,50,5,61.84927818,1,FALSE
20027017,Grade 6,6.89380531,4.699115044,49.27433628,80.65344373,107,71,15.59947789,38.3894219,63.604246,57.47470238,57.44791667,52.89298681,1,9,50,9,65.02607376,93,TRUE
20027077,HM 6,22.12121212,6.909090909,35.84469697,55.47051337,201,135,21.7077576,62.23237489,76.39316601,67.8735119,69.42410714,72.21307405,1,7,66.66666667,7,69.7281575,1,FALSE
20027404,Grade 6,5.508108108,2.659459459,46.85945946,85.29976453,179,81,10.69903133,74.96503539,81.90490574,74.39285714,74.625,87.33156391,1,17,44.11764706,15,62.10246701,1,FALSE
20027464,Grade 7,10.74832215,5.640939597,44.33221477,73.06944105,251,130,20.20751858,86.08589808,103.334335,88.19101994,93.14968104,82.93126673,1,1,50,1,51.36409148,1,FALSE
20027474,HM 6,6.975352113,3.693661972,53.58450704,83.73477892,273,154,14.99858319,45.91633554,65.55918661,57.91369048,57.1547619,61.58051898,1,2,33.33333333,2,48.65669658,0,FALSE
20027483,Grade 7,8.554347826,2.576086957,49.81521739,81.60088223,89,89,11.03334541,4.223518265,9.70219697,25.17675817,24.5110777,24.95389241,1,0,0,0,34.41778276,11,FALSE
20027644,Grade 6,14.03834808,13.54277286,33.04129794,54.26880627,214,128,23.6060757,38.02601972,68.42226391,61.98214286,59.17261905,55.09721664,1,0,0,0,35.32994116,2,FALSE
20027772,Grade 6,5.136842105,1.142105263,53.99473684,89.40469519,184,123,14.00623345,34.97009732,74.88592857,61.11904762,64.77529762,47.58973779,1,0,0,0,35.32994116,1,FALSE
20027917,HM 6,9.823529412,16.82352941,65.64705882,71.4101377,15,13,27.42932094,,,,,,0,0,0,0,34.42622951,140,TRUE
20027982,Grade 6,7.59688196,6.091314031,43.91314031,76.4546767,390,160,17.93039696,58.44780689,87.00109522,70.55208333,75.11755952,65.69320893,1,24,100,24,83.20915315,1,FALSE
20028158,Grade 8,13.32608696,3.706521739,43.70652174,71.90813003,87,54,14.70855178,20.05791316,56.97755981,43.89880952,44.19642857,34.5052042,1,0,0,0,34.7826087,1,FALSE
20028664,Grade 6,5.122580645,1.806451613,54,88.37085329,150,91,11.09346362,16.25040743,36.97450567,38.24702381,39.14285714,30.28999533,1,5,50,5,61.84927818,64,TRUE
20028685,HM 6,18.6199095,5.380090498,40.4841629,62.36045731,186,146,20.21736366,93.77477839,97.14008528,93.48065476,96.29315476,96.40583375,1,14,75,14,66.61097689,0,FALSE
20028707,Grade 6,1.868217054,5.065891473,53.58139535,88.46480197,251,128,11.84839228,75.22154927,86.59185317,80.76041667,80.90625,87.37104629,1,23,50,23,69.44596326,1,FALSE
20033212,Grade 8,14.725,2.925,42.025,70.95962394,38,31,13.21127626,27.18256216,66.18597126,54.28565818,55.41420178,40.74550874,1,0,0,0,38.21848308,142,TRUE
20033229,Grade 7,16.78571429,1.461538462,42.24175824,69.84207713,169,115,14.69982573,52.75801651,89.69110735,68.25970059,69.35349959,54.47592492,1,0,0,0,34.41778276,2,FALSE
20033311,Grade 3,26,1,32,53.33333333,1,1,,,,,,,0,0,0,0,18.51851852,184,TRUE
20033373,Grade 8,12.48706897,4.530172414,43.35344828,72.07595461,206,116,18.37170529,92.91645472,97.13358328,90.84460394,90.26740336,95.62193126,1,0,0,0,38.21848308,1,FALSE
20033393,Grade 8,21.08480565,7.823321555,31.22968198,51.83042499,196,120,20.57645065,58.96809589,74.11760925,64.32533788,62.8596674,69.40726057,1,3,50,3,61.47935264,1,FALSE
20033509,Grade 9-12,15.34951456,4.572815534,47.65048544,68.84398217,93,44,22.25815944,15.76507508,22.59376923,44.71319558,37.75323282,45.87818338,1,0,0,0,46.29014169,161,TRUE
20033549,HM 6,12.43478261,2.869565217,48.48550725,76.2959434,131,93,16.85370089,88.07585563,97.23730661,88.99587907,90.4839743,90.59673529,1,0,0,0,36.95439855,0,FALSE
20033649,Grade 8,9.455555556,11.34444444,36.03333333,64.15590902,85,71,10.37331278,33.18128335,60.43750993,53.61382739,53.39815833,46.31073869,1,0,0,0,38.21848308,16,FALSE
20033650,Grade 8,19.51428571,1.480952381,39.56666667,65.1577364,199,121,13.58608327,33.24337458,50.1107063,50.36177225,51.3478862,48.68971358,1,4,50,4,63.43587438,1,FALSE
20033712,Grade 8,10.69090909,5.4,43.85454545,73.44508878,160,119,11.60070149,36.4876267,65.97481357,56.97227051,54.99680012,53.75791532,1,0,0,0,38.21848308,1,FALSE
20033848,Grade 8,10.39790576,2.387434555,47.67015707,79.11716261,186,120,11.15494224,46.75518838,76.30813825,63.32129365,62.94473134,59.38099892,1,25,50,25,69.95761351,1,FALSE
20033854,Grade 8,13.85714286,13.80952381,21.71428571,43.60010477,13,7,17.78241507,5.605023999,16.9747619,27.5600763,27.5600763,22.41963007,1,0,0,0,38.21848308,44,TRUE
20033931,Grade 8,10.21182266,3.270935961,47.10344828,77.70721399,186,112,16.07729282,47.17805228,61.20040048,59.8958447,59.1472877,56.12411855,1,0,0,0,38.21848308,2,FALSE
20033954,Grade 8,13.91666667,3.62745098,43.08823529,71.14606296,183,109,17.09959406,88.1310433,97.81077885,91.64959068,91.92015345,90.03682488,1,0,0,0,38.21848308,1,FALSE
20033972,Grade 7,10.81642512,5.526570048,44.58937198,73.48225418,190,122,14.63373158,34.42836289,57.87306597,48.36837981,49.73297119,44.88673233,1,2,50,2,56.22986329,2,FALSE
20033988,Grade 8,14.46357616,5.264900662,41.39735099,67.65098202,139,75,15.49024617,10.82043646,36.55943182,36.32768418,37.86821037,25.68340422,1,10,100,10,87.76218612,1,FALSE
20034095,Grade 8,9.949392713,23.09716599,25.07692308,43.60385616,322,163,16.37126787,79.82673035,87.09117491,76.79399876,73.41183915,91.27084012,1,0,0,0,38.21848308,1,FALSE
20034175,Grade 7,12.58675079,14.46687697,33.48895899,55.32891815,269,131,14.24660867,70.63385886,98.51137803,78.67613057,80.76357565,70.18464398,1,0,0,0,34.41778276,1,FALSE
20034204,Grade 8,15.00793651,3.915343915,38.34920635,67.74185539,335,175,16.24268085,79.68283039,90.96167662,77.86404398,79.24662116,86.51037909,1,0,0,0,38.21848308,1,FALSE
20034209,Grade 8,19.57142857,1.342857143,38.65714286,64.74681378,32,26,14.1731786,4.7794,8.534642857,26.35139358,26.35139358,21.88586021,1,0,0,0,38.21848308,220,TRUE
20034287,Grade 8,9.495726496,10.58119658,39.69230769,66.85687592,97,64,17.33566263,28.42343877,44.14461684,46.68990524,48.12310677,43.12971799,1,0,0,0,38.21848308,1,FALSE
20034444,Grade 8,9.951310861,3.940074906,46.57303371,77.25855774,254,131,12.75732516,68.50804558,93.06901687,71.76520975,74.75853586,73.62581657,1,2,50,2,59.08804829,2,FALSE
20034504,Grade 8,13.19795222,1.57337884,43.07167235,74.72520078,278,153,13.40025236,29.36831999,57.46720562,53.8616849,54.52324283,41.74604268,1,0,0,0,38.21848308,8,FALSE
20034537,Grade 8,13.20588235,3.921568627,43.34313725,71.9162942,93,78,15.29608447,93.24024855,97.81392885,91.00480622,91.17742527,95.35597381,1,0,0,0,38.21848308,11,FALSE
20034811,Grade 8,13.18018018,8.558558559,38.81081081,64.15028841,94,55,18.36474563,26.03840309,59.64164136,58.01774778,56.63667042,40.98880634,1,0,0,0,38.21848308,176,TRUE
20034879,Grade 8,7.281879195,2.979865772,48.91946309,83.05356199,281,163,13.63152258,26.76153377,53.11667355,58.60615861,55.09142607,44.56139676,1,1,50,1,60.15349046,1,FALSE
20034905,Grade 8,15.26842105,14.63157895,30.58421053,50.73235516,132,76,19.42590762,2.941941489,9.213409091,24.45311382,24.55232016,20.29240187,1,0,0,0,38.21848308,100,TRUE
20034926,Grade 8,14.59409594,5.291512915,40.56088561,67.29259212,258,133,10.81575418,18.22694509,46.99168449,43.18170243,44.39406651,32.39802488,1,5,40,4,64.3054396,1,FALSE
20035088,Grade 8,15.75862069,4.75862069,39.99425287,66.13075999,161,109,14.39070715,91.26284755,95.55636141,83.30079905,81.98532286,95.48895254,1,0,0,0,38.21848308,2,FALSE
20035114,Grade 9-12,20.96551724,10.24137931,35.13793103,51.89097329,21,22,23.25284028,11.85861849,26.54150992,44.84999134,44.39323845,43.88105638,1,0,0,0,46.16051206,9,FALSE
20035221,Grade 7,13.31438127,5.74916388,38.10033445,67.56155139,255,137,17.35737566,9.7088067,31.89756119,32.81891116,33.97072061,26.83691881,1,9,100,9,78.71108501,2,FALSE
20035650,Grade 7,11.19101124,0.835205993,48.4494382,80.09944019,264,132,9.436783616,65.11925843,94.46234253,73.81572105,75.48660431,66.14926593,1,0,0,0,34.41778276,1,FALSE
20035775,Grade 8,8.430769231,4.553846154,47.4,78.47051465,123,85,14.6216363,0,0,18.55033604,18.55033604,17.12750825,1,0,0,0,38.21848308,43,TRUE
20035972,Grade 7,24.7047817,16.46361746,19.6964657,32.53889514,215,131,18.10223766,15.26839805,41.95595238,39.69784411,40.90214387,30.59414045,1,1,50,1,51.36409148,1,FALSE
20036017,Grade 7,2.323529412,3.653594771,53.45098039,89.82872822,299,158,11.44076185,93.66074307,105.8490175,96.18637825,95.96514592,87.86940482,1,13,100,13,89.85357826,1,FALSE
20036154,Grade 7,16.38596491,1.201754386,43.00877193,70.75663751,215,123,15.13725492,14.77889449,31.32304293,32.81654035,33.73734474,28.40795347,1,1,50,1,51.36409148,2,FALSE
20036191,Grade 7,5.415224913,7.574394464,47.34948097,78.11336195,267,132,15.79377761,44.82504817,83.08011981,63.98712612,65.88084963,53.9780207,1,0,0,0,34.41778276,2,FALSE
20036231,Grade 7,15.5,4.947580645,40.05645161,66.18636154,214,120,15.794891,84.94659578,100.227954,84.01417758,81.5163207,83.52241602,1,5,50,5,61.93456128,1,FALSE
20036500,HM 6,23,12,38,52.05479452,1,1,,0,0,18.55033604,18.55033604,17.12750825,1,0,0,0,36.95439855,260,TRUE
20036696,Grade 8,18.96226415,9.283018868,32.20754717,53.10890928,35,35,22.80718383,35.36896418,70.89154212,57.91651896,58.82807689,45.68765851,1,0,0,0,38.21848308,43,TRUE
20036901,Grade 7,16.70114943,10.24137931,33.14942529,54.57902135,64,57,19.54453991,34.84156184,56.11930224,47.59389649,48.31692625,44.82471906,1,0,0,0,34.41778276,11,FALSE
20036905,Grade 7,10.03603604,7.684684685,42.57207207,70.64988813,192,101,17.3268221,23.52245524,41.65262402,38.43650219,40.29633411,39.08418303,1,0,0,0,34.41778276,1,FALSE
20037476,Grade 7,20.95918367,2.571428571,37.08163265,61.28155886,41,33,17.77619749,13.66217293,34.44640625,33.94970414,34.09763314,34.23094025,1,5,40,4,61.93456128,176,TRUE
20037660,Grade 7,7.684587814,1.451612903,48.08602151,84.07312797,270,153,11.71820441,71.62359478,98.21665917,78.06707366,79.39909578,70.43659231,1,26,100,26,86.12686249,3,FALSE
20037788,Grade 7,17.20512821,8.495726496,35.01709402,57.33926749,97,81,19.63151184,27.57191984,52.36605959,47.4818778,47.66303722,44.96524697,1,12,100,12,89.26273631,11,FALSE
20037826,Grade 7,15.59375,8.083333333,36.65104167,60.6467029,158,114,17.0710894,8.294533482,22.33918597,28.83557128,28.98350028,24.87878172,1,0,0,0,34.41778276,2,FALSE
20037909,Grade 7,11.69148936,2.414893617,45.86170213,76.13927037,88,82,16.03732278,53.63693587,82.54511561,66.62501518,69.22288414,54.41565492,1,21,50,21,69.14932638,2,FALSE
20037937,Grade 7,20.58208955,2.805970149,37.08955224,61.52834564,182,114,14.49282375,43.17404609,79.36113988,59.79090652,59.77466688,49.67517717,1,0,0,0,34.41778276,1,FALSE
20037981,Grade 7,8.133838384,4.224747475,45.13383838,78.49385472,368,168,13.70926939,50.09856707,80.31164971,65.18129713,65.49084008,61.54867085,1,46,100,46,95.27475142,1,FALSE
20038365,Grade 7,3.829787234,2.173758865,54.43971631,89.94035396,266,132,13.19784777,76.26490119,101.3748296,83.12047512,86.6461005,72.60873158,1,5,100,5,82.02393108,1,FALSE
20038448,Grade 7,14.36363636,6.636363636,31.81818182,61.5322475,8,8,17.82592596,0,0,16.26403628,16.26403628,18.77649706,1,0,0,0,34.41778276,9,FALSE
20038582,Grade 7,25.23602484,4.944099379,30.17391304,50.14123912,139,108,13.23658057,13.6391363,37.80178571,36.63321168,38.17211999,28.91259283,1,5,50,5,61.93456128,1,FALSE
20038902,HM 6,21.63087248,3.134228188,39.48993289,60.82664773,265,163,17.93614467,75.96916269,92.33275751,79.51140006,71.92241028,80.98039922,1,23,66.66666667,23,77.55699032,0,FALSE
